object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.178, r_dist = 165.01, orig_r_dist = 165.01, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.046, r_dist = 10.48, orig_r_dist = 10.48, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.176, r_dist = 107.07, orig_r_dist = 107.07, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.421, r_dist = 116.66, orig_r_dist = 116.66, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.043, r_dist = 122.29, orig_r_dist = 122.29, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.035, r_dist = 140.00, orig_r_dist = 140.00, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.032, r_dist = 162.93, orig_r_dist = 162.93, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.029, r_dist = 15.69, orig_r_dist = 15.69, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.034, r_dist = 15.16, orig_r_dist = 15.16, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.012, r_dist = 175.49, orig_r_dist = 175.49, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.069, r_dist = 154.29, orig_r_dist = 154.29, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.179, r_dist = 125.10, orig_r_dist = 125.10, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.026, r_dist = 150.66, orig_r_dist = 150.66, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.153, r_dist = 102.49, orig_r_dist = 102.49, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.138, r_dist = 135.69, orig_r_dist = 135.69, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.141, r_dist = 136.12, orig_r_dist = 136.12, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.022, r_dist = 172.21, orig_r_dist = 172.21, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.019, r_dist = 173.37, orig_r_dist = 173.37, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.101, r_dist = 177.82, orig_r_dist = 177.82, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.139, r_dist = 97.84, orig_r_dist = 97.84, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.121, r_dist = 178.92, orig_r_dist = 178.92, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.148, r_dist = 153.32, orig_r_dist = 153.32, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.103, r_dist = 128.77, orig_r_dist = 128.77, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.021, r_dist = 158.04, orig_r_dist = 158.04, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.186, r_dist = 176.99, orig_r_dist = 176.99, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.168, r_dist = 134.57, orig_r_dist = 134.57, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.149, r_dist = 152.91, orig_r_dist = 152.91, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.150, r_dist = 147.72, orig_r_dist = 147.72, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.022, r_dist = 124.20, orig_r_dist = 124.20, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.177, r_dist = 99.83, orig_r_dist = 99.83, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.031, r_dist = 31.85, orig_r_dist = 31.85, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.030, r_dist = 30.16, orig_r_dist = 30.16, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.043, r_dist = 87.42, orig_r_dist = 87.42, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.032, r_dist = 26.71, orig_r_dist = 26.71, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.040, r_dist = 94.11, orig_r_dist = 94.11, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.036, r_dist = 95.40, orig_r_dist = 95.40, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.041, r_dist = 95.49, orig_r_dist = 95.49, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.040, r_dist = 22.27, orig_r_dist = 22.27, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.033, r_dist = 103.33, orig_r_dist = 103.33, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.053, r_dist = 29.06, orig_r_dist = 29.06, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.046, r_dist = 30.83, orig_r_dist = 30.83, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.048, r_dist = 33.24, orig_r_dist = 33.24, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.038, r_dist = 16.01, orig_r_dist = 16.01, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.042, r_dist = 27.35, orig_r_dist = 27.35, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.131, r_dist = 112.34, orig_r_dist = 112.34, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.040, r_dist = 21.42, orig_r_dist = 21.42, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.135, r_dist = 149.62, orig_r_dist = 149.62, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.046, r_dist = 60.90, orig_r_dist = 60.90, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.047, r_dist = 119.25, orig_r_dist = 119.25, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.050, r_dist = 20.64, orig_r_dist = 20.64, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.044, r_dist = 16.56, orig_r_dist = 16.56, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.038, r_dist = 18.33, orig_r_dist = 18.33, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.434, r_dist = 94.09, orig_r_dist = 94.09, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.183, r_dist = 168.52, orig_r_dist = 168.52, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.159, r_dist = 155.15, orig_r_dist = 155.15, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.154, r_dist = 66.40, orig_r_dist = 66.40, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.181, r_dist = 142.55, orig_r_dist = 142.55, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.152, r_dist = 43.73, orig_r_dist = 43.73, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.185, r_dist = 93.92, orig_r_dist = 93.92, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.035, r_dist = 30.58, orig_r_dist = 30.58, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.030, r_dist = 20.56, orig_r_dist = 20.56, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.042, r_dist = 15.71, orig_r_dist = 15.71, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.024, r_dist = 78.58, orig_r_dist = 78.58, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.143, r_dist = 93.96, orig_r_dist = 93.96, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.024, r_dist = 93.26, orig_r_dist = 93.26, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.007, r_dist = 121.48, orig_r_dist = 121.48, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.021, r_dist = 61.65, orig_r_dist = 61.65, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.031, r_dist = 72.34, orig_r_dist = 72.34, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.149, r_dist = 110.20, orig_r_dist = 110.20, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.151, r_dist = 100.38, orig_r_dist = 100.38, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.038, r_dist = 167.08, orig_r_dist = 167.08, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.150, r_dist = 147.65, orig_r_dist = 147.65, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.021, r_dist = 174.35, orig_r_dist = 174.35, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.023, r_dist = 167.79, orig_r_dist = 167.79, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.035, r_dist = 165.70, orig_r_dist = 165.70, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.025, r_dist = 155.47, orig_r_dist = 155.47, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.371, r_dist = 174.83, orig_r_dist = 174.83, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.177, r_dist = 34.66, orig_r_dist = 34.66, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.113, r_dist = 167.00, orig_r_dist = 167.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.153, r_dist = 158.89, orig_r_dist = 158.89, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.155, r_dist = 142.92, orig_r_dist = 142.92, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.176, r_dist = 108.54, orig_r_dist = 108.54, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.158, r_dist = 140.64, orig_r_dist = 140.64, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.158, r_dist = 134.52, orig_r_dist = 134.52, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.187, r_dist = 138.11, orig_r_dist = 138.11, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.234, r_dist = 176.00, orig_r_dist = 176.00, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.173, r_dist = 169.19, orig_r_dist = 169.19, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.219, r_dist = 159.37, orig_r_dist = 159.37, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.161, r_dist = 164.05, orig_r_dist = 164.05, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.171, r_dist = 170.48, orig_r_dist = 170.48, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.125, r_dist = 162.09, orig_r_dist = 162.09, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.408, r_dist = 103.23, orig_r_dist = 103.23, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.151, r_dist = 158.77, orig_r_dist = 158.77, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.153, r_dist = 165.59, orig_r_dist = 165.59, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.167, r_dist = 93.50, orig_r_dist = 93.50, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.040, r_dist = 34.65, orig_r_dist = 34.65, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.051, r_dist = 39.57, orig_r_dist = 39.57, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.444, r_dist = 158.08, orig_r_dist = 158.08, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.053, r_dist = 12.69, orig_r_dist = 12.69, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.159, r_dist = 138.55, orig_r_dist = 138.55, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.160, r_dist = 140.02, orig_r_dist = 140.02, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.238, r_dist = 70.18, orig_r_dist = 70.18, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.169, r_dist = 137.60, orig_r_dist = 137.60, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.049, r_dist = 10.50, orig_r_dist = 10.50, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.172, r_dist = 178.08, orig_r_dist = 178.08, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.433, r_dist = 163.80, orig_r_dist = 163.80, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.022, r_dist = 166.46, orig_r_dist = 166.46, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.030, r_dist = 152.06, orig_r_dist = 152.06, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.147, r_dist = 104.22, orig_r_dist = 104.22, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.029, r_dist = 162.42, orig_r_dist = 162.42, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.158, r_dist = 89.29, orig_r_dist = 89.29, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.039, r_dist = 18.62, orig_r_dist = 18.62, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.051, r_dist = 12.30, orig_r_dist = 12.30, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.051, r_dist = 25.44, orig_r_dist = 25.44, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.052, r_dist = 12.62, orig_r_dist = 12.62, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.039, r_dist = 156.96, orig_r_dist = 156.96, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.427, r_dist = 159.17, orig_r_dist = 159.17, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.038, r_dist = 109.86, orig_r_dist = 109.86, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.050, r_dist = 20.30, orig_r_dist = 20.30, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.051, r_dist = 18.08, orig_r_dist = 18.08, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.146, r_dist = 70.06, orig_r_dist = 70.06, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.039, r_dist = 97.72, orig_r_dist = 97.72, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.036, r_dist = 115.71, orig_r_dist = 115.71, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.035, r_dist = 17.62, orig_r_dist = 17.62, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.050, r_dist = 34.91, orig_r_dist = 34.91, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.061, r_dist = 39.41, orig_r_dist = 39.41, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.045, r_dist = 9.50, orig_r_dist = 9.50, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.031, r_dist = 35.48, orig_r_dist = 35.48, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.028, r_dist = 33.60, orig_r_dist = 33.60, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.048, r_dist = 30.08, orig_r_dist = 30.08, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.022, r_dist = 60.82, orig_r_dist = 60.82, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.130, r_dist = 166.05, orig_r_dist = 166.05, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.054, r_dist = 10.44, orig_r_dist = 10.44, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.043, r_dist = 14.64, orig_r_dist = 14.64, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.046, r_dist = 7.54, orig_r_dist = 7.54, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.043, r_dist = 17.96, orig_r_dist = 17.96, total_time = 1.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.040, r_dist = 15.33, orig_r_dist = 15.33, total_time = 0.0000
object_name = linemod_duck, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.164, r_dist = 123.54, orig_r_dist = 123.54, total_time = 1.0000
