object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.088, r_dist = 128.32, orig_r_dist = 128.32, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.115, r_dist = 133.25, orig_r_dist = 133.25, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.123, r_dist = 137.73, orig_r_dist = 137.73, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.029, r_dist = 176.46, orig_r_dist = 176.46, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.030, r_dist = 139.39, orig_r_dist = 139.39, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.022, r_dist = 174.12, orig_r_dist = 174.12, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.025, r_dist = 176.92, orig_r_dist = 176.92, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.164, r_dist = 100.77, orig_r_dist = 100.77, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.084, r_dist = 13.58, orig_r_dist = 13.58, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.029, r_dist = 177.31, orig_r_dist = 177.31, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.094, r_dist = 23.53, orig_r_dist = 23.53, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.126, r_dist = 127.68, orig_r_dist = 127.68, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.085, r_dist = 18.24, orig_r_dist = 18.24, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.017, r_dist = 178.30, orig_r_dist = 178.30, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.122, r_dist = 157.10, orig_r_dist = 157.10, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.012, r_dist = 176.40, orig_r_dist = 176.40, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.078, r_dist = 134.55, orig_r_dist = 134.55, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.033, r_dist = 174.65, orig_r_dist = 174.65, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.134, r_dist = 179.54, orig_r_dist = 179.54, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.020, r_dist = 178.78, orig_r_dist = 178.78, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.054, r_dist = 19.77, orig_r_dist = 19.77, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.055, r_dist = 13.75, orig_r_dist = 13.75, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.098, r_dist = 126.41, orig_r_dist = 126.41, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.059, r_dist = 131.77, orig_r_dist = 131.77, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.124, r_dist = 102.42, orig_r_dist = 102.42, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.133, r_dist = 107.85, orig_r_dist = 107.85, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.104, r_dist = 77.90, orig_r_dist = 77.90, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.078, r_dist = 80.18, orig_r_dist = 80.18, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.070, r_dist = 148.42, orig_r_dist = 148.42, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.057, r_dist = 91.14, orig_r_dist = 91.14, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.034, r_dist = 109.98, orig_r_dist = 109.98, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.026, r_dist = 124.76, orig_r_dist = 124.76, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.032, r_dist = 160.81, orig_r_dist = 160.81, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.033, r_dist = 177.27, orig_r_dist = 177.27, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.051, r_dist = 114.34, orig_r_dist = 114.34, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.024, r_dist = 118.35, orig_r_dist = 118.35, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.045, r_dist = 153.85, orig_r_dist = 153.85, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.069, r_dist = 112.59, orig_r_dist = 112.59, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.118, r_dist = 155.23, orig_r_dist = 155.23, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.098, r_dist = 151.87, orig_r_dist = 151.87, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.111, r_dist = 127.51, orig_r_dist = 127.51, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.065, r_dist = 154.98, orig_r_dist = 154.98, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.045, r_dist = 171.79, orig_r_dist = 171.79, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.062, r_dist = 165.00, orig_r_dist = 165.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.060, r_dist = 172.30, orig_r_dist = 172.30, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.058, r_dist = 131.35, orig_r_dist = 131.35, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.064, r_dist = 128.99, orig_r_dist = 128.99, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.071, r_dist = 3.69, orig_r_dist = 3.69, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.086, r_dist = 8.47, orig_r_dist = 8.47, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.066, r_dist = 147.18, orig_r_dist = 147.18, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.074, r_dist = 95.11, orig_r_dist = 95.11, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.081, r_dist = 6.13, orig_r_dist = 6.13, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.080, r_dist = 6.06, orig_r_dist = 6.06, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.079, r_dist = 5.65, orig_r_dist = 5.65, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.058, r_dist = 175.65, orig_r_dist = 175.65, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.057, r_dist = 133.83, orig_r_dist = 133.83, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.404, r_dist = 165.02, orig_r_dist = 165.02, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.092, r_dist = 171.23, orig_r_dist = 171.23, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.086, r_dist = 6.76, orig_r_dist = 6.76, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.078, r_dist = 145.78, orig_r_dist = 145.78, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.074, r_dist = 173.75, orig_r_dist = 173.75, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.112, r_dist = 159.15, orig_r_dist = 159.15, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.071, r_dist = 175.39, orig_r_dist = 175.39, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.116, r_dist = 164.73, orig_r_dist = 164.73, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.106, r_dist = 176.83, orig_r_dist = 176.83, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.081, r_dist = 3.51, orig_r_dist = 3.51, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.053, r_dist = 178.62, orig_r_dist = 178.62, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.107, r_dist = 175.79, orig_r_dist = 175.79, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.088, r_dist = 171.88, orig_r_dist = 171.88, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.107, r_dist = 157.28, orig_r_dist = 157.28, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.412, r_dist = 149.83, orig_r_dist = 149.83, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.060, r_dist = 103.82, orig_r_dist = 103.82, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.049, r_dist = 79.78, orig_r_dist = 79.78, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.032, r_dist = 172.70, orig_r_dist = 172.70, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.094, r_dist = 20.12, orig_r_dist = 20.12, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.118, r_dist = 130.99, orig_r_dist = 130.99, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.062, r_dist = 73.99, orig_r_dist = 73.99, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.030, r_dist = 158.58, orig_r_dist = 158.58, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.135, r_dist = 91.37, orig_r_dist = 91.37, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.084, r_dist = 178.11, orig_r_dist = 178.11, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.090, r_dist = 167.70, orig_r_dist = 167.70, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.089, r_dist = 21.55, orig_r_dist = 21.55, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.096, r_dist = 174.36, orig_r_dist = 174.36, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.098, r_dist = 167.34, orig_r_dist = 167.34, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.094, r_dist = 179.46, orig_r_dist = 179.46, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.091, r_dist = 179.55, orig_r_dist = 179.55, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.376, r_dist = 62.56, orig_r_dist = 62.56, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.050, r_dist = 167.53, orig_r_dist = 167.53, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.089, r_dist = 26.86, orig_r_dist = 26.86, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.089, r_dist = 18.36, orig_r_dist = 18.36, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.139, r_dist = 158.56, orig_r_dist = 158.56, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.444, r_dist = 179.64, orig_r_dist = 179.64, total_time = 3.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.084, r_dist = 41.64, orig_r_dist = 41.64, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.084, r_dist = 170.42, orig_r_dist = 170.42, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.061, r_dist = 163.23, orig_r_dist = 163.23, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.423, r_dist = 164.59, orig_r_dist = 164.59, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.058, r_dist = 75.14, orig_r_dist = 75.14, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.143, r_dist = 114.03, orig_r_dist = 114.03, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.135, r_dist = 100.57, orig_r_dist = 100.57, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.163, r_dist = 138.31, orig_r_dist = 138.31, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.118, r_dist = 110.23, orig_r_dist = 110.23, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.116, r_dist = 113.47, orig_r_dist = 113.47, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.098, r_dist = 174.64, orig_r_dist = 174.64, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.091, r_dist = 5.72, orig_r_dist = 5.72, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.090, r_dist = 7.24, orig_r_dist = 7.24, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.090, r_dist = 14.00, orig_r_dist = 14.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.015, r_dist = 179.16, orig_r_dist = 179.16, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.091, r_dist = 10.35, orig_r_dist = 10.35, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.089, r_dist = 8.69, orig_r_dist = 8.69, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.075, r_dist = 19.95, orig_r_dist = 19.95, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.026, r_dist = 151.21, orig_r_dist = 151.21, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.078, r_dist = 10.42, orig_r_dist = 10.42, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.082, r_dist = 7.33, orig_r_dist = 7.33, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.083, r_dist = 7.93, orig_r_dist = 7.93, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.084, r_dist = 7.81, orig_r_dist = 7.81, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.079, r_dist = 5.36, orig_r_dist = 5.36, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.084, r_dist = 10.75, orig_r_dist = 10.75, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.033, r_dist = 164.66, orig_r_dist = 164.66, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.084, r_dist = 26.59, orig_r_dist = 26.59, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.067, r_dist = 168.62, orig_r_dist = 168.62, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.095, r_dist = 169.03, orig_r_dist = 169.03, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.056, r_dist = 7.97, orig_r_dist = 7.97, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.063, r_dist = 8.57, orig_r_dist = 8.57, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.079, r_dist = 2.73, orig_r_dist = 2.73, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.095, r_dist = 168.26, orig_r_dist = 168.26, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.090, r_dist = 122.99, orig_r_dist = 122.99, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.075, r_dist = 28.78, orig_r_dist = 28.78, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.063, r_dist = 76.64, orig_r_dist = 76.64, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.022, r_dist = 161.29, orig_r_dist = 161.29, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.072, r_dist = 8.15, orig_r_dist = 8.15, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.084, r_dist = 9.34, orig_r_dist = 9.34, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.125, r_dist = 167.24, orig_r_dist = 167.24, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.096, r_dist = 178.07, orig_r_dist = 178.07, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.093, r_dist = 176.67, orig_r_dist = 176.67, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.092, r_dist = 173.79, orig_r_dist = 173.79, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.085, r_dist = 132.72, orig_r_dist = 132.72, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.084, r_dist = 35.64, orig_r_dist = 35.64, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.032, r_dist = 169.44, orig_r_dist = 169.44, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.109, r_dist = 44.72, orig_r_dist = 44.72, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.039, r_dist = 175.63, orig_r_dist = 175.63, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.044, r_dist = 175.53, orig_r_dist = 175.53, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.114, r_dist = 111.24, orig_r_dist = 111.24, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.032, r_dist = 174.52, orig_r_dist = 174.52, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.098, r_dist = 8.83, orig_r_dist = 8.83, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.119, r_dist = 152.07, orig_r_dist = 152.07, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.081, r_dist = 4.98, orig_r_dist = 4.98, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.095, r_dist = 174.92, orig_r_dist = 174.92, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.080, r_dist = 8.17, orig_r_dist = 8.17, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.080, r_dist = 11.37, orig_r_dist = 11.37, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.067, r_dist = 18.72, orig_r_dist = 18.72, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.076, r_dist = 9.98, orig_r_dist = 9.98, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.068, r_dist = 15.17, orig_r_dist = 15.17, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
